date_time,q,watershed
2023-04-09T08:15:00Z,0,West
2023-04-09T08:30:00Z,0,West
2023-04-09T08:45:00Z,0,West
2023-04-09T09:00:00Z,0,West
2023-04-09T09:15:00Z,0,West
2023-04-09T09:30:00Z,0,West
2023-04-09T09:45:00Z,0,West
2023-04-09T10:00:00Z,0,West
2023-04-09T10:15:00Z,0,West
2023-04-09T10:30:00Z,0,West
2023-04-09T10:45:00Z,0,West
2023-04-09T11:00:00Z,0,West
2023-04-09T11:15:00Z,0,West
2023-04-09T11:30:00Z,0,West
2023-04-09T11:45:00Z,0,West
2023-04-09T12:00:00Z,0,West
2023-04-09T12:15:00Z,0,West
2023-04-09T12:30:00Z,0,West
2023-04-09T12:45:00Z,0,West
2023-04-09T13:00:00Z,0,West
2023-04-09T13:15:00Z,0,West
2023-04-09T13:30:00Z,0,West
2023-04-09T13:45:00Z,0,West
2023-04-09T14:00:00Z,0,West
2023-04-09T14:15:00Z,0,West
2023-04-09T14:30:00Z,0,West
2023-04-09T14:45:00Z,0,West
2023-04-09T15:00:00Z,0,West
2023-04-09T15:15:00Z,0,West
2023-04-09T15:30:00Z,0,West
2023-04-09T15:45:00Z,0,West
2023-04-09T16:00:00Z,0,West
2023-04-09T16:15:00Z,0,West
2023-04-09T16:30:00Z,0,West
2023-04-09T16:45:00Z,0,West
2023-04-09T17:00:00Z,0,West
2023-04-09T17:15:00Z,0,West
2023-04-09T17:30:00Z,0,West
2023-04-09T17:45:00Z,0,West
2023-04-09T18:00:00Z,0,West
2023-04-09T18:15:00Z,0,West
2023-04-09T18:30:00Z,0,West
2023-04-09T18:45:00Z,0,West
2023-04-09T19:00:00Z,0,West
2023-04-09T19:15:00Z,0,West
2023-04-09T19:30:00Z,0,West
2023-04-09T19:45:00Z,0,West
2023-04-09T20:00:00Z,0,West
2023-04-09T20:15:00Z,0,West
2023-04-09T20:30:00Z,0,West
2023-04-09T20:45:00Z,0,West
2023-04-09T21:00:00Z,0,West
2023-04-09T21:15:00Z,0,West
2023-04-09T21:30:00Z,0,West
2023-04-09T21:45:00Z,0,West
2023-04-09T22:00:00Z,0,West
2023-04-09T22:15:00Z,0,West
2023-04-09T22:30:00Z,0,West
2023-04-09T22:45:00Z,0,West
2023-04-09T23:00:00Z,0,West
2023-04-09T23:15:00Z,0,West
2023-04-09T23:30:00Z,0,West
2023-04-09T23:45:00Z,0,West
2023-04-10T00:00:00Z,0,West
2023-04-10T00:15:00Z,0,West
2023-04-10T00:30:00Z,0,West
2023-04-10T00:45:00Z,0,West
2023-04-10T01:00:00Z,0,West
2023-04-10T01:15:00Z,0,West
2023-04-10T01:30:00Z,0,West
2023-04-10T01:45:00Z,0,West
2023-04-10T02:00:00Z,0,West
2023-04-10T02:15:00Z,0,West
2023-04-10T02:30:00Z,0,West
2023-04-10T02:45:00Z,0,West
2023-04-10T03:00:00Z,0,West
2023-04-10T03:15:00Z,0,West
2023-04-10T03:30:00Z,0,West
2023-04-10T03:45:00Z,0,West
2023-04-10T04:00:00Z,0,West
2023-04-10T04:15:00Z,0,West
2023-04-10T04:30:00Z,0,West
2023-04-10T04:45:00Z,0,West
2023-04-10T05:00:00Z,0,West
2023-04-10T05:15:00Z,0,West
2023-04-10T05:30:00Z,0,West
2023-04-10T05:45:00Z,0,West
2023-04-10T06:00:00Z,0,West
2023-04-10T06:15:00Z,0,West
2023-04-10T06:30:00Z,0,West
2023-04-10T06:45:00Z,0,West
2023-04-10T07:00:00Z,0,West
2023-04-10T07:15:00Z,0,West
2023-04-10T07:30:00Z,0,West
2023-04-10T07:45:00Z,0,West
2023-04-10T08:00:00Z,0,West
2023-04-10T08:15:00Z,0,West
2023-04-10T08:30:00Z,0,West
2023-04-10T08:45:00Z,0,West
2023-04-10T09:00:00Z,0,West
2023-04-10T09:15:00Z,0,West
2023-04-10T09:30:00Z,0,West
2023-04-10T09:45:00Z,0,West
2023-04-10T10:00:00Z,0,West
2023-04-10T10:15:00Z,0,West
2023-04-10T10:30:00Z,0,West
2023-04-10T10:45:00Z,0,West
2023-04-10T11:00:00Z,0,West
2023-04-10T11:15:00Z,0,West
2023-04-10T11:30:00Z,0,West
2023-04-10T11:45:00Z,0,West
2023-04-10T12:00:00Z,0,West
2023-04-10T12:15:00Z,0,West
2023-04-10T12:30:00Z,0,West
2023-04-10T12:45:00Z,0,West
2023-04-10T13:00:00Z,0,West
2023-04-10T13:15:00Z,0,West
2023-04-10T13:30:00Z,0,West
2023-04-10T13:45:00Z,0,West
2023-04-10T14:00:00Z,0,West
2023-04-10T14:15:00Z,0,West
2023-04-10T14:30:00Z,0,West
2023-04-10T14:45:00Z,0,West
2023-04-10T15:00:00Z,0,West
2023-04-10T15:15:00Z,0,West
2023-04-10T15:30:00Z,0,West
2023-04-10T15:45:00Z,0,West
2023-04-10T16:00:00Z,0,West
2023-04-10T16:15:00Z,0,West
2023-04-10T16:30:00Z,0,West
2023-04-10T16:45:00Z,0,West
2023-04-10T17:00:00Z,0,West
2023-04-10T17:15:00Z,0,West
2023-04-10T17:30:00Z,0,West
2023-04-10T17:45:00Z,0,West
2023-04-10T18:00:00Z,0,West
2023-04-10T18:15:00Z,0,West
2023-04-10T18:30:00Z,0,West
2023-04-10T18:45:00Z,0,West
2023-04-10T19:00:00Z,0,West
2023-04-10T19:15:00Z,0,West
2023-04-10T19:30:00Z,0,West
2023-04-10T19:45:00Z,0,West
2023-04-10T20:00:00Z,0,West
2023-04-10T20:15:00Z,0,West
2023-04-10T20:30:00Z,0,West
2023-04-10T20:45:00Z,0,West
2023-04-10T21:00:00Z,0,West
2023-04-10T21:15:00Z,0,West
2023-04-10T21:30:00Z,0,West
2023-04-10T21:45:00Z,0,West
2023-04-10T22:00:00Z,0,West
2023-04-10T22:15:00Z,0,West
2023-04-10T22:30:00Z,0,West
2023-04-10T22:45:00Z,0,West
2023-04-10T23:00:00Z,0,West
2023-04-10T23:15:00Z,0,West
2023-04-10T23:30:00Z,0,West
2023-04-10T23:45:00Z,0,West
2023-04-11T00:00:00Z,0,West
2023-04-11T00:15:00Z,0,West
2023-04-11T00:30:00Z,0,West
2023-04-11T00:45:00Z,0,West
2023-04-11T01:00:00Z,0,West
2023-04-11T01:15:00Z,0,West
2023-04-11T01:30:00Z,0,West
2023-04-11T01:45:00Z,0,West
2023-04-11T02:00:00Z,0,West
2023-04-11T02:15:00Z,0,West
2023-04-11T02:30:00Z,0,West
2023-04-11T02:45:00Z,0,West
2023-04-11T03:00:00Z,0,West
2023-04-11T03:15:00Z,0,West
2023-04-11T03:30:00Z,0,West
2023-04-11T03:45:00Z,0,West
2023-04-11T04:00:00Z,0,West
2023-04-11T04:15:00Z,0,West
2023-04-11T04:30:00Z,0,West
2023-04-11T04:45:00Z,0,West
2023-04-11T05:00:00Z,0,West
2023-04-11T05:15:00Z,0,West
2023-04-11T05:30:00Z,0,West
2023-04-11T05:45:00Z,0,West
2023-04-11T06:00:00Z,0,West
2023-04-11T06:15:00Z,0,West
2023-04-11T06:30:00Z,0,West
2023-04-11T06:45:00Z,6.75342e-4,West
2023-04-11T07:00:00Z,0.044362961,West
2023-04-11T07:15:00Z,0.164108085,West
2023-04-11T07:30:00Z,0.196207481,West
2023-04-11T07:45:00Z,0.271022544,West
2023-04-11T08:00:00Z,0.271022544,West
2023-04-11T08:15:00Z,0.213561865,West
2023-04-11T08:30:00Z,0.051622956,West
2023-04-11T08:45:00Z,0.077498903,West
2023-04-11T09:00:00Z,0.098350658,West
2023-04-11T09:15:00Z,0.098350658,West
2023-04-11T09:30:00Z,0.122249945,West
2023-04-11T09:45:00Z,0.122249945,West
2023-04-11T10:00:00Z,0.164108085,West
2023-04-11T10:15:00Z,0.149332363,West
2023-04-11T10:30:00Z,0.164108085,West
2023-04-11T10:45:00Z,0.213561865,West
2023-04-11T11:00:00Z,0.17972796,West
2023-04-11T11:15:00Z,0.213561865,West
2023-04-11T11:30:00Z,0.271022544,West
2023-04-11T11:45:00Z,0.271022544,West
2023-04-11T12:00:00Z,0.292023539,West
2023-04-11T12:15:00Z,0.360765399,West
2023-04-11T12:30:00Z,0.271022544,West
2023-04-11T12:45:00Z,0.313971825,West
2023-04-11T13:00:00Z,0.360765399,West
2023-04-11T13:15:00Z,0.4384,West
2023-04-11T13:30:00Z,0.4384,West
2023-04-11T13:45:00Z,0.411511603,West
2023-04-11T14:00:00Z,0.411511603,West
2023-04-11T14:15:00Z,0.49527202,West
2023-04-11T14:30:00Z,0.621749073,West
2023-04-11T14:45:00Z,0.691550119,West
2023-04-11T15:00:00Z,0.65609271,West
2023-04-11T15:15:00Z,0.765853282,West
2023-04-11T15:30:00Z,0.885952098,West
2023-04-11T15:45:00Z,0.885952098,West
2023-04-11T16:00:00Z,1.158378788,West
2023-04-11T16:15:00Z,1.311293145,West
2023-04-11T16:30:00Z,1.533135027,West
2023-04-11T16:45:00Z,1.713338974,West
2023-04-11T17:00:00Z,2.110443479,West
2023-04-11T17:15:00Z,2.040797279,West
2023-04-11T17:30:00Z,2.403191036,West
2023-04-11T17:45:00Z,3.058571932,West
2023-04-11T18:00:00Z,3.058571932,West
2023-04-11T18:15:00Z,3.517143885,West
2023-04-11T18:30:00Z,3.702758318,West
2023-04-11T18:45:00Z,3.894129356,West
2023-04-11T19:00:00Z,4.09131531,West
2023-04-11T19:15:00Z,4.294373914,West
2023-04-11T19:30:00Z,4.503362341,West
2023-04-11T19:45:00Z,4.718337215,West
2023-04-11T20:00:00Z,4.939354633,West
2023-04-11T20:15:00Z,5.166470172,West
2023-04-11T20:30:00Z,5.39973891,West
2023-04-11T20:45:00Z,5.639215435,West
2023-04-11T21:00:00Z,5.884953859,West
2023-04-11T21:15:00Z,6.137007832,West
2023-04-11T21:30:00Z,6.39543055,West
2023-04-11T21:45:00Z,8.325208687,West
2023-04-11T22:00:00Z,9.843520222,West
2023-04-11T22:15:00Z,10.20180295,West
2023-04-11T22:30:00Z,9.843520222,West
2023-04-11T22:45:00Z,9.149872394,West
2023-04-11T23:00:00Z,8.814396189,West
2023-04-11T23:15:00Z,8.165858343,West
2023-04-11T23:30:00Z,7.101639983,West
2023-04-11T23:45:00Z,6.259487247,West
2023-04-12T00:00:00Z,4.762378837,West
2023-04-12T00:15:00Z,3.697453001,West
2023-04-12T00:30:00Z,3.224526683,West
2023-04-12T00:45:00Z,3.04613605,West
2023-04-12T01:00:00Z,2.317305669,West
2023-04-12T01:15:00Z,2.224774147,West
2023-04-12T01:30:00Z,2.134495688,West
2023-04-12T01:45:00Z,2.046451701,West
2023-04-12T02:00:00Z,1.960623443,West
2023-04-12T02:15:00Z,1.876992006,West
2023-04-12T02:30:00Z,1.79553832,West
2023-04-12T02:45:00Z,1.716243147,West
2023-04-12T03:00:00Z,1.639087076,West
2023-04-12T03:15:00Z,1.564050517,West
2023-04-12T03:30:00Z,1.39364918,West
2023-04-12T03:45:00Z,1.286539575,West
2023-04-12T04:00:00Z,1.087528821,West
2023-04-12T04:15:00Z,0.866406786,West
2023-04-12T04:30:00Z,0.825759093,West
2023-04-12T04:45:00Z,0.825759093,West
2023-04-12T05:00:00Z,1.087528821,West
2023-04-12T05:15:00Z,0.908231945,West
2023-04-12T05:30:00Z,0.908231945,West
2023-04-12T05:45:00Z,0.908231945,West
2023-04-12T06:00:00Z,0.825759093,West
2023-04-12T06:15:00Z,0.866406786,West
2023-04-12T06:30:00Z,0.908231945,West
2023-04-12T06:45:00Z,0.67471609,West
2023-04-12T07:00:00Z,0.786277606,West
2023-04-12T07:15:00Z,0.786277606,West
2023-04-12T07:30:00Z,0.747950953,West
2023-04-12T07:45:00Z,0.67471609,West
2023-04-12T08:00:00Z,0.639784557,West
2023-04-12T08:15:00Z,0.67471609,West
2023-04-12T08:30:00Z,0.639784557,West
2023-04-12T08:45:00Z,0.605961205,West
2023-04-12T09:00:00Z,0.639784557,West
2023-04-12T09:15:00Z,0.786277606,West
2023-04-12T09:30:00Z,0.825759093,West
2023-04-12T09:45:00Z,0.866406786,West
2023-04-12T10:00:00Z,0.786277606,West
2023-04-12T10:15:00Z,0.862460546,West
2023-04-12T10:30:00Z,0.942908824,West
2023-04-12T10:45:00Z,1.027699209,West
2023-04-12T11:00:00Z,1.116907134,West
2023-04-12T11:15:00Z,1.210606765,West
2023-04-12T11:30:00Z,1.308871064,West
2023-04-12T11:45:00Z,1.411771843,West
2023-04-12T12:00:00Z,2.031043969,West
2023-04-12T12:15:00Z,5.234254438,West
2023-04-12T12:30:00Z,10.94156079,West
2023-04-12T12:45:00Z,26.66263824,West
2023-04-12T13:00:00Z,33.39207877,West
2023-04-12T13:15:00Z,41.0494248,West
2023-04-12T13:30:00Z,49.67381589,West
2023-04-12T13:45:00Z,57.45304451,West
2023-04-12T14:00:00Z,64.35852007,West
2023-04-12T14:15:00Z,70.09819231,West
2023-04-12T14:30:00Z,74.42755503,West
2023-04-12T14:45:00Z,77.17224053,West
2023-04-12T15:00:00Z,78.21840533,West
2023-04-12T15:15:00Z,78.37978589,West
2023-04-12T15:30:00Z,77.10973928,West
2023-04-12T15:45:00Z,74.11916262,West
2023-04-12T16:00:00Z,69.57108665,West
2023-04-12T16:15:00Z,63.66929568,West
2023-04-12T16:30:00Z,56.6409954,West
2023-04-12T16:45:00Z,48.79405947,West
2023-04-12T17:00:00Z,40.46424965,West
2023-04-12T17:15:00Z,32.03556617,West
2023-04-12T17:30:00Z,23.90250221,West
2023-04-12T17:45:00Z,16.46638817,West
2023-04-12T18:00:00Z,15.41042942,West
2023-04-12T18:15:00Z,14.39617874,West
2023-04-12T18:30:00Z,13.42307205,West
2023-04-12T18:45:00Z,11.97830587,West
2023-04-12T19:00:00Z,10.81766973,West
2023-04-12T19:15:00Z,9.90418298,West
2023-04-12T19:30:00Z,8.871174646,West
2023-04-12T19:45:00Z,8.061959834,West
2023-04-12T20:00:00Z,7.890749471,West
2023-04-12T20:15:00Z,7.730146446,West
2023-04-12T20:30:00Z,7.580083205,West
2023-04-12T20:45:00Z,7.440225912,West
2023-04-12T21:00:00Z,7.310295276,West
2023-04-12T21:15:00Z,7.190019601,West
2023-04-12T21:30:00Z,7.079157291,West
2023-04-12T21:45:00Z,6.977463088,West
2023-04-12T22:00:00Z,6.884710602,West
2023-04-12T22:15:00Z,6.800724473,West
2023-04-12T22:30:00Z,6.725303685,West
2023-04-12T22:45:00Z,6.658308351,West
2023-04-12T23:00:00Z,6.599573144,West
2023-04-12T23:15:00Z,6.548992965,West
2023-04-12T23:30:00Z,6.506458537,West
2023-04-12T23:45:00Z,6.471856763,West
2023-04-13T00:00:00Z,6.445123313,West
2023-04-13T00:15:00Z,6.426200233,West
2023-04-13T00:30:00Z,6.414831033,West
2023-04-13T00:45:00Z,6.144197511,West
2023-04-13T01:00:00Z,6.011497841,West
2023-04-13T01:15:00Z,5.623776001,West
2023-04-13T01:30:00Z,5.497968915,West
2023-04-13T01:45:00Z,5.497968915,West
2023-04-13T02:00:00Z,5.130740047,West
2023-04-13T02:15:00Z,4.894336385,West
2023-04-13T02:30:00Z,4.894336385,West
2023-04-13T02:45:00Z,4.664591633,West
2023-04-13T03:00:00Z,4.332320394,West
2023-04-13T03:15:00Z,4.224823339,West
2023-04-13T03:30:00Z,4.224823339,West
2023-04-13T03:45:00Z,3.810917792,West
2023-04-13T04:00:00Z,3.810917792,West
2023-04-13T04:15:00Z,3.810917792,West
2023-04-13T04:30:00Z,3.3291,West
2023-04-13T04:45:00Z,3.42234705,West
2023-04-13T05:00:00Z,3.3291,West
2023-04-13T05:15:00Z,3.42234705,West
2023-04-13T05:30:00Z,3.237394196,West
2023-04-13T05:45:00Z,3.147221051,West
2023-04-13T06:00:00Z,3.42234705,West
2023-04-13T06:15:00Z,3.237394196,West
2023-04-13T06:30:00Z,3.3291,West
2023-04-13T06:45:00Z,3.517143885,West
2023-04-13T07:00:00Z,3.810917792,West
2023-04-13T07:15:00Z,4.224823339,West
2023-04-13T07:30:00Z,4.224823339,West
2023-04-13T07:45:00Z,4.664591633,West
2023-04-13T08:00:00Z,5.880532789,West
2023-04-13T08:15:00Z,6.833979666,West
2023-04-13T08:30:00Z,7.4177942,West
2023-04-13T08:45:00Z,7.874624787,West
2023-04-13T09:00:00Z,8.030553713,West
2023-04-13T09:15:00Z,8.188320685,West
2023-04-13T09:30:00Z,7.874624787,West
2023-04-13T09:45:00Z,7.568252267,West
2023-04-13T10:00:00Z,7.4177942,West
2023-04-13T10:15:00Z,6.977245318,West
2023-04-13T10:30:00Z,6.833979666,West
2023-04-13T10:45:00Z,6.55277997,West
2023-04-13T11:00:00Z,7.12229805,West
2023-04-13T11:15:00Z,8.030553713,West
2023-04-13T11:30:00Z,7.874624787,West
2023-04-13T11:45:00Z,8.030553713,West
2023-04-13T12:00:00Z,8.030553713,West
2023-04-13T12:15:00Z,8.188320685,West
2023-04-13T12:30:00Z,8.188320685,West
2023-04-13T12:45:00Z,8.672721394,West
2023-04-13T13:00:00Z,10.58090271,West
2023-04-13T13:15:00Z,12.72105488,West
2023-04-13T13:30:00Z,21.51764447,West
2023-04-13T13:45:00Z,24.87399473,West
2023-04-13T14:00:00Z,28.52631209,West
2023-04-13T14:15:00Z,32.4828205,West
2023-04-13T14:30:00Z,39.00540209,West
2023-04-13T14:45:00Z,41.90148163,West
2023-04-13T15:00:00Z,40.2313467,West
2023-04-13T15:15:00Z,40.64506195,West
2023-04-13T15:30:00Z,39.82016844,West
2023-04-13T15:45:00Z,38.60180355,West
2023-04-13T16:00:00Z,8.061959834,West
2023-04-13T16:15:00Z,7.006112662,West
2023-04-13T16:30:00Z,9.72726337,West
2023-04-13T16:45:00Z,7.447740852,West
2023-04-13T17:00:00Z,9.72726337,West
2023-04-13T17:15:00Z,6.862490185,West
2023-04-13T17:30:00Z,6.037898763,West
2023-04-13T17:45:00Z,6.80959874,West
2023-04-13T18:00:00Z,6.616429673,West
2023-04-13T18:15:00Z,5.891690586,West
2023-04-13T18:30:00Z,6.513186235,West
2023-04-13T18:45:00Z,6.600482633,West
2023-04-13T19:00:00Z,5.876816343,West
2023-04-13T19:15:00Z,5.700081348,West
2023-04-13T19:30:00Z,5.910315125,West
2023-04-13T19:45:00Z,5.992682525,West
2023-04-13T20:00:00Z,6.481614856,West
2023-04-13T20:15:00Z,6.294115447,West
2023-04-13T20:30:00Z,6.379642786,West
2023-04-13T20:45:00Z,6.193929285,West
2023-04-13T21:00:00Z,5.880532789,West
2023-04-13T21:15:00Z,5.497968915,West
2023-04-13T21:30:00Z,5.251458719,West
2023-04-13T21:45:00Z,4.894336385,West
2023-04-13T22:00:00Z,4.778635613,West
2023-04-13T22:15:00Z,4.778635613,West
2023-04-13T22:30:00Z,4.224823339,West
2023-04-13T22:45:00Z,3.810917792,West
2023-04-13T23:00:00Z,3.810917792,West
2023-04-13T23:15:00Z,3.711420833,West
2023-04-13T23:30:00Z,3.711420833,West
2023-04-13T23:45:00Z,3.3291,West
2023-04-14T00:00:00Z,3.237394196,West
2023-04-14T00:15:00Z,3.237394196,West
2023-04-14T00:30:00Z,2.719041262,West
2023-04-14T00:45:00Z,2.801681628,West
2023-04-14T01:00:00Z,2.719041262,West
2023-04-14T01:15:00Z,2.55819187,West
2023-04-14T01:30:00Z,2.479964903,West
